lat,lon,municipio
-22.4411166419488,-44.32604118644665,Porto Real
-23.006707755417747,-46.81430620546455,Itatiba
-21.577217828808376,-43.93020097894049,Santa Rita de Ibitipoca
-25.139563572098204,-50.080744661433314,Ponta Grossa
-23.605706270393707,-50.50387165317495,Congonhinhas
-8.039344932345893,-34.933086273581836,Recife
-13.019790566549874,-48.34877368722863,Palmeirópolis
-16.95770151197875,-48.91152400035,Bela Vista de Goiás
-12.859901692364101,-39.245601267312566,Conceição do Almeida
-26.763780817625054,-53.33734229110274,Flor do Sertão
-14.310254866977123,-42.08413645616031,Rio do Antônio
-8.34799612365416,-36.27015716916801,Tacaimbó
-21.739017422800664,-50.95741712933969,Inúbia Paulista
-31.83334158406144,-52.53825551951163,Capão do Leão
-23.778227876230655,-50.28739755165026,Ibaiti
-15.453171714783737,-46.60436826906234,Buritis
-22.44773567462896,-45.775070960962445,Conceição dos Ouros
-21.460541235908185,-49.94735220859208,Avanhandava
-23.725399600795267,-49.96272074999349,Tomazina
-22.23640508424062,-47.61107634988899,Corumbataí
-15.69773761461784,-40.049147194923016,Itarantim
-13.722455659459007,-48.86814317527855,Formoso
-30.134843999585208,-50.51183643240139,Capivari do Sul
-22.27792028781508,-50.79913634518629,João Ramalho
-2.5653943905973176,-50.95562930028141,Portel
-5.49177593687514,-38.74794435925205,Jaguaretama
-9.657897195039695,-36.99376073431615,Jaramataia
-29.844324918708935,-51.288568781909575,Nova Santa Rita
-25.43869355015442,-53.22481489514013,Três Barras do Paraná
-21.0263622562268,-44.78417613900244,Bom Sucesso
-6.218173495327502,-35.38358704721256,Brejinho
-5.858491475760825,-38.080926674526005,Rodolfo Fernandes
-22.47335082675021,-49.550295163447146,Lucianópolis
-11.731565419656198,-38.1938031611983,Aporá
-12.85522032545503,-43.47499492905679,Sítio do Mato
-16.403418389872904,-48.67375035219184,Gameleira de Goiás
-24.292730269066247,-53.33162562229188,Formosa do Oeste
-20.697873991546608,-47.90583263088929,Orlândia
-6.592878943634559,-43.188051472584945,Barão de Grajaú
-25.63674324672604,-48.474939228731735,Pontal do Paraná
-24.086224689561956,-51.638956282085346,Lidianópolis
-17.361297569645796,-40.285633217174954,Medeiros Neto
-19.247950627334504,-42.612132120055236,Mesquita
-21.203103584233812,-50.92386798238316,Valparaíso
-8.865498531187745,-35.185189204328125,São José da Coroa Grande
-20.742853462488547,-49.18991327779686,Guapiaçu
-17.648639972667016,-54.43239121611523,Sonora
-9.921510741123093,-36.097282861351374,Jequiá da Praia
-21.45329200428442,-47.97990819516929,Guatapará
-6.819462691459967,-46.707332499630525,São Pedro dos Crentes
-25.152013485018408,-53.02404125803847,Ibema
-18.484750461769757,-40.3291327824459,Boa Esperança
-23.955194539955176,-47.02462188848108,Juquitiba
-11.014212911213637,-45.74529016621797,Formosa do Rio Preto
-22.028001006641762,-46.13056724358029,Ipuiúna
-21.610117990761175,-48.430118467621426,Matão
-21.38868870948819,-45.966250340815336,Alfenas
-2.379298383692864,-44.5398683497719,Alcântara
-21.218335690426777,-48.287936280294126,Jaboticabal
-17.832092749505648,-48.78196698971924,Rio Quente
-5.907956775660566,-41.86859632058891,Santa Cruz dos Milagres
-6.010493529717992,-35.844387838521314,Lagoa de Velhos
-8.67795409581852,-36.28629392716431,Lajedo
-10.800710594705071,-38.12708237846225,Poço Verde
-18.74957884681803,-40.020301921436555,São Mateus
-22.725415119846076,-43.58492243728606,Queimados
-9.980647160405285,-51.40634921416103,Vila Rica
-21.16714198350537,-44.78295268929176,Ibituruna
-5.987056141014903,-37.95502440500042,Viçosa
-21.950905200707627,-48.02728508885499,Ibaté
-14.98468851190782,-44.5963960275485,Cônego Marinho
-20.09715273853111,-50.812701537098306,Santa Rita d'Oeste
-27.35618173633546,-52.477458574904645,Itatiba do Sul
-22.46362253675965,-45.172231673543706,Marmelópolis
-4.017580937906291,-42.057870486156176,Batalha
-21.093871215019192,-54.94211197275808,Sidrolândia
-7.597709881634223,-41.518565771933886,Vera Mendes
-14.091818535297062,-39.88086171730242,Aiquara
-13.820033812123842,-39.75157032482298,Apuarema
-19.696075755873313,-44.56151020031473,São José da Varginha
-4.954480824436,-38.947032563214876,Quixadá
-14.360202202565983,-40.22999057995846,Boa Nova
-27.342492172785153,-52.16837646033456,Mariano Moro
-27.116473919400416,-52.78338990042796,Guatambú
-6.7725395518767595,-37.85094172218087,Pombal
-28.97015810872089,-51.994601745392714,Anta Gorda
-8.897320962310097,-42.33423503794794,Coronel José Dias
-5.35699309763623,-36.1382447273317,Jandaíra
-6.054919960729924,-35.1732231515813,Nísia Floresta
-20.066896320941307,-50.908435607296674,Santa Clara d'Oeste
-27.932019833247896,-55.14316439613271,Porto Xavier
-20.77043966860746,-43.154775480999376,Presidente Bernardes
-12.043037097241456,-37.93842596226249,Cardeal da Silva
-23.026636428975557,-50.711299703064206,Leópolis
-7.4037391076615995,-39.34456932034144,Barbalha
-22.104799082880348,-41.444404961480856,Quissamã
-16.930781597441687,-41.99317480935904,Araçuaí
-14.362134145359567,-39.47826312464235,Aurelino Leal
-19.26120291949342,-47.70687431438822,Nova Ponte
-24.344029438617678,-51.815310712339986,Arapuã
-27.62734014971273,-52.64401776665042,Cruzaltense
-22.81307164743436,-51.711247879805086,Cafeara
-25.09557156725792,-54.241280552907405,Missal
-20.209406915880813,-44.45307783078953,Itatiaiuçu
-19.71971274139336,-40.679488663130606,São Roque do Canaã
-29.11335381467773,-52.588662941442806,Barros Cassal
-7.431062621557366,-38.188282662120535,Boa Ventura
-4.099139733348362,-43.00987290064894,Duque Bacelar
-6.985614666266591,-39.699297378870256,Altaneira
-19.637580500029603,-42.71818829167247,Jaguaraçu
-10.220182872063242,-48.15209201536143,Palmas
-19.101902691223966,-42.09654813461511,Fernandes Tourinho
-26.826433536295866,-49.845202061558034,Vitor Meireles
-4.708398443482381,-38.0280987644316,Palhano
-15.73457455837146,-43.27504045876205,Nova Porteirinha
-7.410115620820043,-41.48149171605601,Itainópolis
-29.391763724486996,-51.86557683998769,Colinas
-8.456613774828979,-35.94524500893149,Agrestina
-22.355151510046937,-44.23710290626855,Quatis
-20.7368862123996,-46.77162275229436,Itaú de Minas
-28.254930349962013,-54.834421756774184,Rolador
-28.566224210793287,-49.15419057221117,Treze de Maio
-26.35706629843978,-50.7606911958303,Irineópolis
-1.618371739503562,-45.67706500530428,Cândido Mendes
-23.17769653998183,-49.06403335763393,Arandu
-15.2326490995613,-43.67589442994742,Jaíba
-27.328222049815565,-54.009138113688074,Esperança do Sul
-8.140807661101357,-49.110332842378696,Juarina
-22.516120623912627,-42.72841080713263,Cachoeiras de Macacu
-12.712840162314631,-39.73469225162918,Itatim
-10.386937562679082,-36.40173346106907,Piaçabuçu
-19.396352535657705,-43.351265651248234,Itambé do Mato Dentro
-25.25795464957812,-53.558046530386896,Lindoeste
-8.331991914725,-45.886339403298244,Tasso Fragoso
-5.776468301615651,-39.00243375247467,Solonópole
-26.29496377062897,-49.35010786688144,São Bento do Sul
-4.6295803470746755,-40.175015706715065,Catunda
-8.571533097213347,-47.669317710868704,Itacajá
-15.527386370593367,-58.702574636225236,Figueirópolis D'Oeste
-6.34472494777765,-41.16638988901089,Pimenteiras
-21.06284358036336,-49.052801140877605,Catiguá
-29.88947291099453,-50.94704648616559,Gravataí
-6.364493410624054,-37.989195148258396,Alexandria
-23.240106783525235,-45.25381921093461,São Luiz do Paraitinga
-5.1918403926819945,-36.08329556422504,Caiçara do Norte
-15.219144895076626,-39.15139517805463,Una
-6.38904803398468,-38.78341027252094,Icó
-5.63822042291223,-44.33655636465365,São Domingos do Maranhão
-10.477277379768227,-36.4739331688955,Brejo Grande
-24.691942956487697,-53.36442609215868,Cafelândia
-7.361217525860176,-62.48643557454799,Humaitá
-10.88626411707237,-54.0534156571189,Marcelândia
-28.370367789129688,-50.923753888724654,Vacaria
-16.53753883890058,-57.83353835682867,Cáceres
-21.13904297898992,-43.712509836747365,Alfredo Vasconcelos
-28.577607457446167,-51.65978958651939,Guabiju
-25.65589823356543,-52.94005417169382,São Jorge d'Oeste
-22.672911262350695,-44.438589391645735,Arapeí
-4.0946325170803535,-45.12034869376239,Olho d'Água das Cunhãs
-6.817189212748987,-36.8234486806152,São José do Sabugi
-20.074142533703213,-43.904025697292,Nova Lima
-10.334084596976354,-38.13919071413705,Sítio do Quinto
-4.888372858860548,-37.320987468507155,Tibau
-22.667825946523653,-53.43106086531973,Taquarussu
-18.52352325725452,-43.83349413169587,Gouveia
-16.951470082188212,-49.41874407156231,Aragoiânia
-21.42558550988548,-48.53790145249576,Taquaritinga
-15.702905298058722,-50.77151654222312,Itapirapuã
-20.476001611894173,-49.33110547497763,Nova Granada
-12.675042178323292,-38.99902623444691,São Félix
-7.220770434789164,-45.21983657716317,Loreto
-8.094161089536845,-47.4815344549784,Goiatins
-12.129295799746597,-40.262256061423756,Macajuba
-21.363354710832688,-43.25617168389097,Tabuleiro
-13.551233873161168,-56.80818783164963,São José do Rio Claro
-7.795037504682364,-36.646531816220175,Congo
-21.085411995043096,-43.75319740386561,Ressaquinha
-19.64222637270361,-43.974974109229805,Confins
-13.797389306711612,-50.20348177647885,Mundo Novo
0.9908428433318489,-61.47137209776068,Caracaraí
-18.163374312947614,-41.15148760967324,Ataléia
-2.975552104507923,-45.0088505147013,Olinda Nova do Maranhão
-1.1450184816864808,-47.56598770910079,Igarapé-Açu
-9.656993268129922,-40.88325450768588,Sobradinho
-20.59507438821433,-51.44056805279474,Itapura
-3.0896661919073956,-44.077883342133134,Presidente Juscelino
-11.518070948728477,-38.17257911354496,Crisópolis
-20.952888461565124,-48.847540750343946,Embaúba
-17.270766141047773,-49.244942117243376,Professor Jamil
-13.95797228937902,-39.86666005036279,Jitaúna
-13.800461604216226,-47.01035146286708,Nova Roma
-27.092621736763054,-53.17982906615771,Palmitos
-13.884494296728473,-48.568225659106844,Campinaçu
-7.496680434706918,-47.793747944233914,Filadélfia
-18.970515607407595,-47.05125487815242,Patrocínio
-20.450820150596503,-45.53212926525396,Córrego Fundo
-14.639976415043627,-50.06519616923075,Crixás
-16.22512680015026,-44.91639305684359,Icaraí de Minas
-29.289316686736385,-52.148787374490695,Marques de Souza
-27.044998105636182,-51.69641103721684,Catanduvas
-10.696453128555468,-52.616918524462186,São José do Xingu
-29.51357081053372,-53.58363306669253,Ivorá
-5.914075073382469,-42.628119817740824,Água Branca
-22.965633023587987,-48.04710390482951,Conchas
-6.814959264741159,-41.49103033254744,São José do Piauí
-7.996149950975579,-41.85571343418308,Bela Vista do Piauí
-23.649325429377058,-54.99040096650846,Tacuru
-27.21857609828059,-49.12352579934664,Botuverá
-17.93088875065387,-47.6648644776611,Catalão
-17.88081538794873,-44.695552287057225,Lassance
-6.678903781820393,-35.3613050766847,Lagoa de Dentro
-7.5968757625692325,-34.942495151127055,Goiana
-22.373917573959822,-47.57989438557465,Rio Claro
-24.95255024283546,-48.9026220374926,Tunas do Paraná
-23.046333818939335,-49.726539119371644,Chavantes
-18.816044986836197,-46.75293646566361,Guimarânia
-25.0550980589804,-52.86326586503604,Guaraniaçu
-7.890059279408918,-35.982299284932765,Vertentes
-17.06871302815549,-44.22812729460214,Claro dos Poções
-6.929342651291996,-40.91974302991251,Alagoinha do Piauí
-21.33175515709885,-50.86196145592276,Bento de Abreu
-28.942337790486437,-49.47121893619195,Araranguá
-6.440614144659449,-38.163889088181726,Tenente Ananias
-7.271665021875827,-36.218681409959274,Boa Vista
-22.469325810286758,-54.423033750926955,Vicentina
-23.057338284557268,-51.07197277872095,Sertanópolis
-24.503989039562505,-47.820753143060394,Registro
-5.818459495631566,-37.91650301192662,Itaú
-5.680969343413279,-35.26866557904629,Extremoz
-10.782379279803937,-37.574755786721795,São Domingos
-20.01415855773033,-50.72770123666298,Santa Albertina
-18.73025899251253,-44.291917539576716,Inimutaba
-29.362761647298186,-51.24839587984178,Vale Real
-13.55160442166498,-44.029785331340186,São Félix do Coribe
-20.883109728705502,-45.06207594679961,Santana do Jacaré
-9.290862775801498,-35.92395871482356,Murici
-20.32910250699622,-43.331334041922716,Mariana
-29.67056680851511,-50.762118287473776,Taquara
-28.49029767498737,-51.835138780324975,Vanini
-26.89230672763709,-50.13139401549344,Rio do Campo
-2.3189547422099688,-45.773368696664626,Presidente Médici
-6.159083273598555,-36.7226953967518,Tenente Laurentino Cruz
-1.6075865521606538,-51.10388030007978,Melgaço
-6.917185323093341,-36.906526669829894,Santa Luzia
-13.572934324153342,-39.227806509722434,Taperoá
-9.732396378181136,-36.467671292613076,Limoeiro de Anadia
0.914630834115852,-59.338169978339984,Caroebe
-20.91264489274564,-42.281985715169,Vieiras
-23.7870042567651,-47.43814268412686,Piedade
-1.5515323790934483,-47.61077252667025,São Miguel do Guamá
-17.693821341002405,-49.465453165409535,Aloândia
-23.067021768119133,-52.109113250250935,Uniflor
-21.360859504656254,-50.78579745612131,Rubiácea
-18.464006015143223,-41.74031805240222,Jampruca
-22.85795483690765,-49.26103703543736,Águas de Santa Bárbara
-29.83078693449802,-52.11244480915915,Vale Verde
-27.327816121512377,-53.58784636547587,Palmitinho
-23.939412698062036,-53.56164167583393,Cafezal do Sul
-20.408402422340448,-50.383462802994984,São João das Duas Pontes
-0.79662365352182,-48.62998385399049,Salvaterra
-8.529253489926965,-41.90124155528279,Capitão Gervásio Oliveira
-22.48712866578118,-48.71938712641193,Macatuba
-8.15818631053592,-37.015002778070354,São Sebastião do Umbuzeiro
-7.138734212081912,-37.17362142637229,Cacimba de Areia
-16.276690870003794,-45.92794266544753,Riachinho
-27.7362595076202,-52.657459190872885,Campinas do Sul
-8.986795992805451,-37.29171933230539,Itaíba
-26.72818623505022,-49.17330417816565,Pomerode
-21.731145814978547,-49.548684420789264,Cafelândia
-20.06683360747055,-50.344608064099745,Guarani d'Oeste
-19.580931301073104,-47.97716207982803,Uberaba
-23.66429818882951,-47.78577064358155,Sarapuí
-30.1669985962385,-50.869324831666056,Viamão
-14.171078990277891,-49.42888296989279,Alto Horizonte
-22.726464015947812,-47.784023889660176,Piracicaba
-24.595498416115085,-50.95652509196066,Reserva
-23.627914197653837,-51.68457793819707,Jandaia do Sul
-14.155713168343357,-39.15051768903067,Maraú
-27.247569176780214,-48.70090095055052,Tijucas
-6.899191216306029,-35.52280725470082,Cuitegi
-11.220169223923415,-41.56721355072181,João Dourado
-8.157508347830861,-38.73606324296688,Mirandiba
-27.707931904481722,-53.1319796340493,Sagrada Família
-17.130352878871854,-39.35171896508439,Prado
-22.42196253000136,-45.41440327516296,Itajubá
-29.583341473258496,-52.68951284822398,Vale do Sol
-23.250013543839394,-51.69971227847474,Astorga
-4.321933288177591,-38.62017501239794,Barreira
-28.83915973832257,-52.53712252537683,Soledade
-4.738995271237943,-45.205306458000955,Lago da Pedra
-20.627495291439775,-43.97240167561661,São Brás do Suaçuí
-10.464200066261531,-38.91514100217014,Euclides da Cunha
-19.867771882838866,-43.63688708213592,Caeté
-20.52465954738516,-43.67533732765617,Ouro Branco
-13.74933484127579,-39.15295029734145,Ituberá
-28.494011341959084,-55.42606177065189,Santo Antônio das Missões
-20.97377893479093,-45.42202415220388,Aguanil
-14.671517510353556,-39.44489992373397,Itajuípe
-21.259314842362144,-48.53300921900514,Monte Alto
-21.03576050522936,-43.40339853673066,Alto Rio Doce
-22.55663884104739,-45.51546947636531,Piranguçu
-25.867781235816178,-51.96370752202742,Reserva do Iguaçu
-23.263797595526505,-52.14937488741737,Presidente Castelo Branco
-24.88888410377937,-54.305627844205915,Santa Helena
-12.995961584796975,-53.456176973310825,Gaúcha do Norte
-28.386787859410113,-53.094424410486006,Saldanha Marinho
-21.024256244512664,-42.59923409300172,São Sebastião da Vargem Alegre
-16.57040891050697,-48.888164814915775,Leopoldo de Bulhões
-22.130092064877548,-45.51214146634007,Natércia
-10.062179840946,-37.940679978009896,Pedro Alexandre
-15.342813382502088,-41.9768852540287,São João do Paraíso
-9.52438922616238,-44.454891336311,Redenção do Gurguéia
-10.747619659877543,-48.017213139516386,Monte do Carmo
-21.145102676834483,-44.49307408603311,Conceição da Barra de Minas
-7.3899852007535785,-40.982415040129986,Belém do Piauí
-20.417482650544336,-48.06648971493031,Ipuã
-12.885927683082407,-38.75911468241671,Salinas da Margarida
-25.076482702541455,-49.347233524501185,Rio Branco do Sul
-5.1522553484336395,-44.1720009781723,Gonçalves Dias
-13.230718723176603,-40.052294935699436,Irajuba
-7.916144945976816,-35.59381845424924,Salgadinho
-8.206309412297674,-44.00766725191352,Manoel Emídio
-21.098587589805515,-44.063463355950795,Prados
-9.489567462891488,-37.17791963049754,Olivença
-21.72528113042263,-43.72911705621261,Pedro Teixeira
-21.45396371098566,-45.19643413367239,Carmo da Cachoeira
-28.648596464195265,-49.96169494452737,São José dos Ausentes
-0.46539636092331393,-63.43461543458882,Barcelos
-18.992643825448546,-49.54420845403136,Ituiutaba
-5.199325050676116,-40.719577348330354,Crateús
-21.964229190505545,-43.29298281126683,Simão Pereira
-30.325934867986398,-55.112965070324904,Rosário do Sul
-28.36509417598212,-52.68146704575282,Santo Antônio do Planalto
-20.88788707916064,-46.771343173267255,Fortaleza de Minas
-9.59479624180283,-42.24525011656321,Remanso
-5.146043628067564,-35.873506065206215,Pedra Grande
-19.95176172669501,-50.12430126924519,Mira Estrela
-26.85842921808257,-50.70256878146468,Lebon Régis
-20.52079543697844,-50.356284539527344,São João de Iracema
-7.220844649259596,-36.830700502919946,Taperoá
-26.562426854055346,-52.25571912212555,Abelardo Luz
-7.737919251217831,-35.34723931729863,Buenos Aires
-14.99580249163568,-40.364107445647726,Caatiba
-1.1943355647855807,-48.25051697043793,Santa Bárbara do Pará
-8.289902277726073,-48.4427929252666,Brasilândia do Tocantins
-1.3396175956210408,-48.27562030686171,Benevides
-20.195325035185448,-42.10683462743942,Manhuaçu
-22.841861319701533,-47.263000463220806,Sumaré
-11.107771339338242,-38.52309311748893,Cipó
-8.820186162334577,-35.25859969915371,Barreiros
2.1819493413010598,-62.402322588903225,Iracema
-17.115407959634002,-40.37835158565876,Itanhém
-21.03124379830861,-43.60022259299962,Senhora dos Remédios
-24.4214703338988,-48.81735731705966,Apiaí
-5.767438084840192,-37.58371141708076,Caraúbas
-22.544314616690972,-49.66589527522758,Ubirajara
-18.862834138154973,-42.40433959334628,Santa Efigênia de Minas
-6.069075930361242,-37.73022134199562,Rafael Godeiro
-21.800547591919024,-47.088127158425934,Casa Branca
-24.875705188529523,-52.26572355828862,Palmital
-25.3134387742475,-50.40849640137291,Teixeira Soares
-14.404201939060307,-42.831740198227955,Candiba
-7.723417227369496,-48.99983005270936,Arapoema
-22.541738188013134,-48.57455099417977,Igaraçu do Tietê
-7.261493774369289,-36.45781305889754,Gurjão
-14.347737217385664,-56.72249293839738,Nortelândia
-6.905991371321575,-35.25207676269714,Cuité de Mamanguape
-9.712949077245543,-37.89913547195742,Canindé de São Francisco
-23.332732394148746,-52.34841652605416,Floraí
-5.622622336409735,-37.83650503339969,Apodi
-22.339312471286686,-54.440809351183844,Fátima do Sul
-8.229565284732786,-35.47399612920986,Chã Grande
-8.505752772451954,-45.16098042841204,Baixa Grande do Ribeiro
-29.8653670737934,-51.91629448272352,General Câmara
-3.5246413424156176,-66.30794174428132,Juruá
-2.5866558066898127,-45.36152817698729,Presidente Sarney
-21.34444086174804,-48.08605736247957,Pradópolis
-23.390174765528233,-49.51968701837661,Fartura
-22.863442195558434,-48.46832192899482,Botucatu
-9.70862175060168,-37.100629599313706,Batalha
-26.987730009289645,-51.27550680655802,Iomerê
-21.604668210982304,-43.29309552612639,Coronel Pacheco
-12.42118428097685,-38.720482693803326,Amélia Rodrigues
-23.342505708017722,-49.3065675146632,Tejupá
-4.198899727355776,-38.90210777751788,Pacoti
-8.803950781240715,-36.659187139248786,Caetés
-26.23724421960207,-53.293178161453284,Flor da Serra do Sul
-8.055209098433899,-36.53386304247212,Jataúba
-14.466504563593691,-43.54354366084491,Iuiu
-1.5834676484264958,-49.988041409384095,Curralinho
-22.733834116389044,-44.33451923190363,Bananal
-20.87367604642384,-48.83876505123303,Cajobi
-0.9964423191156955,-52.061178471972596,Vitória do Jari
-10.596504948121872,-38.2022876996034,Fátima
-6.846176774321996,-35.54896965144166,Pilõezinhos
-20.91622376919838,-44.942787228833986,Santo Antônio do Amparo
-11.406196240832463,-41.52292271753779,América Dourada
-19.50723577931413,-41.95731614998419,São Sebastião do Anta
-19.524606897471525,-42.03086389310712,São Domingos das Dores
-20.59663244316826,-53.54418953734515,Ribas do Rio Pardo
-22.395907825706757,-48.34050112708111,Dois Córregos
-20.96575739169713,-40.944666698054306,Itapemirim
-21.116425006562395,-44.15461789025833,Tiradentes
-16.25438110131951,-49.219564504730506,Ouro Verde de Goiás
-22.907687831996075,-55.45018663920875,Aral Moreira
-20.67774752657119,-51.10647284686379,Pereira Barreto
-29.667072985176233,-51.73095612598162,Tabaí
-22.491169630926414,-45.62792745299105,Brazópolis
-18.709190227635155,-47.46095010537162,Monte Carmelo
-19.488202858881035,-40.65679154845087,Colatina
-9.381347423160879,-37.068982091237366,Dois Riachos
-10.543700534409957,-48.4964934600961,Porto Nacional
-19.40884139147001,-42.37079773301845,Ipaba
-28.279937846674567,-49.37185982611387,Orleans
-16.29875172528412,-39.60611859984012,Eunápolis
-16.75051538182081,-53.121275389114636,Araguainha
-5.985177358585869,-38.183790035641024,São Francisco do Oeste
-23.10220959284553,-48.40179048268678,Pardinho
-9.026011443388711,-35.42679529842255,Porto Calvo
-1.9774645358324168,-44.59376028320321,Cedral
-22.481863615237987,-42.144238757321354,Casimiro de Abreu
-22.1721555716654,-47.33761520541339,Leme
-19.128019477716727,-42.019256137829316,Engenheiro Caldas
-11.376754185168505,-39.44969311394382,Valente
-6.733838078572423,-35.28474585419001,Curral de Cima
-12.564274442754439,-39.192484590362206,Cabaceiras do Paraguaçu
-6.087965595645669,-35.92730350181263,Sítio Novo
-10.193128079861657,-36.8895157841704,Telha
-6.035674105087045,-42.4980939280988,Hugo Napoleão
-27.328928342019424,-48.85901592817363,São João Batista
-15.2530162779898,-58.4591026582036,Araputanga
-7.429493219957091,-40.73614320402508,Marcolândia
-16.877365102327147,-41.26628703959021,Monte Formoso
-15.121009014727615,-55.55214645030912,Chapada dos Guimarães
-10.384256674216543,-62.094046516702804,Vale do Paraíso
-21.575050293065125,-43.56054990176581,Ewbank da Câmara
-21.113603126971334,-45.84963808642711,Campo do Meio
-22.23104199878997,-49.68963545857775,Garça
-3.255633532544545,-44.599228958627656,Anajatuba
-10.614273719687999,-37.899160654060545,Paripiranga
-26.4427140290351,-49.596155799011626,Rio Negrinho
-25.296825474800023,-49.32352807016761,Almirante Tamandaré
-26.057111676835685,-48.867327668402794,Garuva
-7.040681622115752,-37.13550478763986,Quixaba
-6.232678532027564,-48.186638350923815,Ananás
-21.018047253190506,-47.38624830511379,Altinópolis
-20.128118914910957,-40.301620394785516,Serra
-9.207754876821715,-38.21378818478855,Jatobá
-30.85427811557569,-50.72905276113605,Mostardas
-12.30741901396932,-39.326985521826934,Ipecaetá
-26.591052484939713,-48.797733463265395,São João do Itaperiú
-11.681093918346502,-62.08320196908479,Novo Horizonte do Oeste
-15.773192277527297,-49.61203457468792,Itaguaru
-7.155206966137423,-38.12457509926064,Igaracy
-16.476722440611383,-49.29307475476784,Santo Antônio de Goiás
-22.18195772096697,-43.30432902507025,Paraíba do Sul
-12.953683487908064,-38.98086726512968,Nazaré
-20.474166505316717,-42.61961532657535,Jequeri
-22.090530843589868,-45.28537674452468,Olímpio Noronha
-15.877677177911464,-40.58096903880262,Bandeira
-28.661747607338224,-54.9713888429793,Bossoroca
-33.16314918806379,-53.006633519053835,Santa Vitória do Palmar
-23.400953691813708,-51.96781342381911,Maringá
-11.541069944479535,-47.846441596862036,Chapada da Natividade
-12.8593465614671,-42.35969330882515,Ibipitanga
-19.072641539359797,-40.14662064183019,Sooretama
-23.626140562974108,-46.56606262303446,São Caetano do Sul
-9.53309994851196,-37.48985526533456,São José da Tapera
-5.054266705813224,-48.76351444668919,Bom Jesus do Tocantins
-28.038876225563016,-49.5774582744922,Urubici
-5.339771435835538,-47.57523826711795,Imperatriz
-8.06227661212865,-55.61202636525155,Novo Progresso
-6.098758586504365,-35.405064800981265,Monte Alegre
-24.87536922478606,-49.279716149447445,Cerro Azul
-23.43420406920123,-54.538300663613285,Iguatemi
-3.320912357713791,-40.680351737493204,Uruoca
-6.529597643982996,-42.10650749153301,Barra D'Alcântara
-21.46152138486138,-47.56827316066506,São Simão
-29.629048097539478,-50.54999968024561,Rolante
-15.469379678182476,-45.45857051891424,Chapada Gaúcha
-5.1851229779168975,-45.67814924340889,Itaipava do Grajaú
-4.899062622041288,-44.89049615446813,Esperantinópolis
-4.71392557744006,-42.52494645951314,José de Freitas
-27.729047232477424,-53.953237628384706,São Martinho
-14.322057205565596,-49.67276665272086,Santa Terezinha de Goiás
-22.295808913518865,-41.976652047687004,Macaé
-28.020467332116556,-50.340573064646044,Lages
-1.8457796734267573,-55.11348016226692,Curuá
-9.393437565892716,-36.7702385401451,Estrela de Alagoas
-9.446821484229368,-36.92182514263397,Cacimbinhas
-14.031889739060516,-45.44044920304243,Jaborandi
-7.691956537442087,-38.99234008340479,Jati
-27.57420983846963,-53.97989546032261,Humaitá
-22.631820225293378,-48.65284535933039,Areiópolis
-18.687228671825977,-49.58158882491806,Capinópolis
-10.693028391607216,-36.97108197517174,General Maynard
-6.991289390147499,-36.77447681914326,Junco do Seridó
-26.978455068422264,-53.34435192550006,Riqueza
-28.583271601669235,-49.52669570855647,Siderópolis
-21.665935078946074,-45.920120899946475,Machado
-4.063921095026787,-39.451117896286426,General Sampaio
-22.800067361899604,-48.174731117996586,Anhembi
-14.13169210986136,-44.23216476140151,Feira da Mata
-17.52536849816635,-50.630853385961125,Santo Antônio da Barra
-3.64629713346493,-39.26447808112056,São Luís do Curu
-20.448928460821513,-47.57332531134213,Ribeirão Corrente
-4.167851207609637,-40.493936698253584,Varjota
-21.01376369131572,-46.52905405037327,Bom Jesus da Penha
-7.757805440977547,-68.19714095360858,Pauini
-20.70523943999477,-48.95961364616045,Olímpia
-5.175724069168662,-36.20799254884555,Galinhos
-29.97546141186741,-53.50620680623913,Formigueiro
-21.641013895701313,-43.02856451002835,Rochedo de Minas
-2.0353860938633,-48.41145009696902,Acará
-23.169600044917974,-52.61061107150868,Nova Aliança do Ivaí
-27.517214351007386,-49.97162825363175,Otacílio Costa
-4.9583054783676594,-41.58956813454196,Juazeiro do Piauí
-7.206276036768988,-38.53767192714432,Monte Horebe
-6.4357939445642405,-47.913164893685604,Angico
-19.259416390593046,-42.450417452609365,Belo Oriente
-1.1564429901567592,-47.39214768636301,Nova Timboteua
-17.90956995532964,-51.73216862625208,Jataí
-10.503998049637927,-37.42937292787936,Ribeirópolis
-12.776672591220441,-41.80249758273027,Boninal
-20.719496190096752,-41.51493531287567,Alegre
-16.840116705833577,-43.56448907874324,Juramento
-12.41769789351477,-41.88475528316757,Seabra
-25.99248176834525,-52.56441985507521,Coronel Vivida
-20.67309947437904,-50.046813058359064,Nhandeara
-21.0196448757004,-48.76466216952328,Paraíso
-23.307144733455367,-47.28461883568192,Itu
-4.502843477108227,-50.27160967989415,Novo Repartimento
-20.121182279866517,-56.59624966163903,Miranda
-12.561824780748214,-38.7643911694025,Santo Amaro
-25.774044950192625,-52.79305418991502,São João
-20.972103821499992,-46.09910124150259,Carmo do Rio Claro
-6.173799080002325,-45.306178414203636,Fernando Falcão
-29.258435279900866,-53.65244376550411,Júlio de Castilhos
-9.078854321524496,-35.777806179968906,Joaquim Gomes
-24.813376568694565,-52.692307883217374,Altamira do Paraná
-7.670979560088842,-40.74173210596031,Simões
