lat,lon,municipio
-14.471617683347946,-42.67856767937626,Pindaí
-27.43242354234182,-53.24855580372171,Cristal do Sul
-12.417177476241463,-38.9413743840484,São Gonçalo dos Campos
-9.401668362485703,-49.84857197003922,Caseara
-6.465247851657474,-35.224518154664494,Pedro Velho
-19.838263327504905,-43.16158506271063,João Monlevade
-21.147887396319433,-45.07306308919095,Ribeirão Vermelho
-20.9224157400135,-47.006409407130754,São Sebastião do Paraíso
-22.049130550535136,-45.54064550790189,Heliodora
-4.556896425490949,-44.464742234020854,Lima Campos
-10.593547651490537,-37.3404032813371,Moita Bonita
-13.49912961432259,-48.34852676080391,Minaçu
-20.868657220619202,-50.24936115071986,Nova Luzitânia
-9.222481695840449,-39.65145850400773,Curaçá
-9.291077595998473,-38.89672854558486,Macururé
-19.744875235602922,-43.836630611412986,Santa Luzia
-22.02695690929515,-45.02760924953428,Soledade de Minas
-6.405107598887956,-38.31764474703651,Major Sales
-23.372318047363148,-52.61240854345287,São Manoel do Paraná
-9.97018572429336,-57.24565622271062,Nova Monte Verde
-21.315494068943583,-42.87931946464412,Astolfo Dutra
-22.893861195379724,-46.78254442470356,Morungaba
-7.717609894523781,-37.84907388486317,Quixaba
1.0926429460747997,-53.30393167469229,Laranjal do Jari
-9.964733666828018,-36.37150123405386,Teotônio Vilela
-22.7294119807636,-52.681652321651086,Terra Rica
-16.834228116016952,-41.47442694279713,Ponto dos Volantes
-24.292685200259896,-47.128140111790984,Itariri
-1.811535564517109,-47.399859436754866,Irituia
-21.582139332167344,-56.35353382671323,Jardim
-21.712522059226742,-48.629059606361736,Tabatinga
3.117914995922403,-60.71795308366474,Boa Vista
-18.39064808246996,-43.20727793256149,Serra Azul de Minas
-18.100285135644924,-48.29650081090888,Nova Aurora
-13.51131083583724,-41.59887641251069,Jussiape
-6.742393088244222,-35.42141646960273,Sertãozinho
-14.655594263897404,-41.51622073108177,Maetinga
-11.440049166111084,-39.91034103687809,São José do Jacuípe
-8.409135184544684,-38.7215776541086,Carnaubeira da Penha
-2.946424229862581,-42.166194869242574,Água Doce do Maranhão
-13.677585784820549,-54.107271313516726,Paranatinga
-21.661679039549398,-46.697408172619035,Divinolândia
-21.104713773967116,-48.82666529540456,Palmares Paulista
-17.880520163630475,-44.041380250664616,Buenópolis
-18.597042338427674,-46.50772705234026,Patos de Minas
-21.95161935841686,-48.79395339423056,Itaju
-21.897323092102596,-45.09082316081317,Conceição do Rio Verde
-22.187185933083608,-49.316211755266906,Avaí
-16.577350715838687,-50.13231443059432,Turvânia
-4.9745791728952575,-38.55687884489598,Ibicuitinga
-23.630119994666018,-49.306862454950924,Coronel Macedo
-5.768187444787128,-42.68237224807945,Agricolândia
-9.24240344012031,-36.281784767957085,Chã Preta
-7.482427668050774,-42.58232108145624,São José do Peixe
-8.83620572388468,-35.653305360672405,Xexéu
-13.448891394408367,-39.89845799671535,Itaquara
-20.992054498493374,-47.826030574942514,Jardinópolis
-21.356634943772853,-42.45076273788822,Laranjal
-23.538838579817217,-53.82464586957683,Alto Paraíso
-6.587554633577598,-37.888164611374634,Lagoa
-23.56103670538577,-46.3739257050365,Ferraz de Vasconcelos
-7.577292171920194,-37.512854895465885,Tabira
-4.625461387964691,-39.578224089899244,Itatira
-19.357673010852743,-42.310999992620005,Bugre
-28.41835074113209,-54.89110842120281,São Luiz Gonzaga
-21.166800168474463,-42.7856692942785,Guidoval
-2.691804825002521,-67.8260132521417,Tonantins
-10.348374699937715,-37.195792090793134,Cumbe
-9.143470875973897,-36.90105654173992,Iati
-8.157690424884226,-39.397462182818536,Terra Nova
-16.162372671319346,-50.15835208804081,Mossâmedes
-3.5836158440078196,-53.807335961244775,Uruará
0.538387987440156,-50.64025107362272,Itaubal
-7.293854191507041,-42.18700788393853,Colônia do Piauí
-20.940451120864008,-48.51074879733595,Bebedouro
-19.875036806073435,-42.123264660138226,Santa Rita de Minas
-10.218217491378626,-48.82726529584532,Paraíso do Tocantins
-22.341940603710675,-45.10851330384208,Virgínia
-6.216973784428592,-35.835291829275214,Tangará
-6.48106382391735,-38.55576757183512,Bernardino Batista
-11.996647875707168,-44.647831214171696,Angical
-6.774159982582891,-37.186351123229784,Ipueira
-21.188267842802166,-43.332842693234824,Mercês
-12.31338636101912,-50.887946478641695,Novo Santo Antônio
-22.97511535376223,-46.98128441108707,Valinhos
-13.84236083842402,-49.61542455550672,Amaralina
-8.453806769373884,-35.843836009260194,São Joaquim do Monte
-6.305650404961541,-35.304484675563955,Espírito Santo
-24.626436204919465,-49.39296485475938,Doutor Ulysses
-16.12398596622271,-47.81907426491006,Cidade Ocidental
-26.162753516417215,-52.37255141213084,Honório Serpa
-31.00868706125148,-52.030481574046554,Cristal
-4.4700903602981725,-65.53152263211986,Tefé
-25.875089597707824,-52.958381185902226,Verê
-18.69822291018501,-49.932119169789104,Ipiaçu
-29.066781577122253,-51.860480281163845,Vespasiano Corrêa
-22.17245243849709,-51.12348254201108,Martinópolis
-7.79524203106058,-37.72676835581342,Carnaíba
-13.84884447733949,-42.94006794618527,Matina
-28.32044901377491,-53.89488259632332,Ijuí
-18.813599817706333,-55.042821025891875,Rio Verde de Mato Grosso
-13.296568982504457,-41.74289387292217,Abaíra
-15.073448265548947,-39.35379492021518,São José da Vitória
-21.5567119199212,-51.5840485459444,Dracena
-19.96282225753582,-52.9266922015425,Água Clara
-23.70652754211605,-52.008260499277455,Itambé
-9.435794207290597,-37.81309278269449,Olho d'Água do Casado
-21.86779975904117,-50.99028434519695,Sagres
-6.389743875430726,-38.51985162037876,Poço Dantas
-26.627592284335403,-52.890099107626504,Irati
-21.79986724652643,-50.6194585441892,Iacri
-27.196050863577174,-49.6299525702342,Rio do Sul
-18.516132273636817,-42.648697062056954,Cantagalo
-10.575849114456215,-41.246863025647876,Umburanas
-13.065044164700502,-41.47489319508999,Mucugê
-19.70578592316438,-42.61480248257464,Marliéria
-14.133848839461766,-50.56170370358614,Nova Crixás
-5.801867040496985,-42.50275695754748,Barro Duro
-6.55361012083413,-42.22543095309116,Várzea Grande
-22.42028272923735,-46.5193172805667,Monte Sião
-6.730481308962653,-38.58411920687281,Santa Helena
-7.072667027887313,-40.0363996618448,Potengi
-8.95174523586771,-35.26914726124446,Maragogi
-20.586796240785375,-41.72446215574429,Divino de São Lourenço
-28.858850065535098,-51.55288192535028,Vila Flores
-27.445687338927524,-52.914915703317746,Gramado dos Loureiros
-17.703240517287632,-42.282835080601515,Angelândia
-8.697361041791044,-47.11310968236465,Recursolândia
-0.44791776029096275,-48.69775105984173,Soure
-28.209931295476302,-53.737199091900415,Ajuricaba
-18.465214837240396,-52.633078064653844,Chapadão do Céu
-9.303267907923905,-36.46122936603887,Quebrangulo
-19.16095689101878,-41.82033230482766,Itanhomi
-25.383146836005054,-53.55304060546268,Santa Lúcia
-23.017912320828966,-50.27160257547207,Andirá
-27.850705032879013,-54.95918809661372,Porto Lucena
-6.711448864009115,-38.75303413457777,Baixio
-7.179799348256055,-35.25598650821296,Sobrado
-21.35033480810693,-43.40375710280031,Aracitaba
-13.084629825290854,-39.06942926771194,Aratuípe
-19.40843650717123,-50.34295175450889,União de Minas
-22.055608867678373,-42.49804432131107,Duas Barras
-2.9078188782359584,-48.7367006264202,Tailândia
-16.30124728975176,-42.586290609877814,Padre Carvalho
-1.374485273209759,-47.52164210881014,Santa Maria do Pará
-6.946006379121283,-38.695652822821806,Cachoeira dos Índios
-27.174795882629756,-48.616434502862134,Porto Belo
-23.191603107344122,-51.91826091832593,Ângulo
-18.819908159364793,-44.447885385646885,Curvelo
-5.021280687371648,-44.39709682727977,Dom Pedro
-3.592264851215153,-40.543017848585805,Alcântaras
-21.316059336658487,-47.54969416502525,Serra Azul
-27.578471105760805,-48.6562557721125,São José
-28.168483162139793,-54.03436776292093,Catuípe
-14.73953759278162,-49.36304991396212,Hidrolina
-15.448214429088182,-39.244959002598186,Santa Luzia
-11.120349607462119,-37.596976245207486,Boquim
-22.425661982586472,-43.912958702802904,Barra do Piraí
-27.591936930184367,-54.65718136896665,Porto Mauá
-28.751682116190782,-49.277393939900605,Içara
-9.940693734220952,-44.30649503142603,Curimatá
-8.61892909700135,-41.00539530584436,Afrânio
-28.128150678287312,-52.14241241261894,Vila Lângaro
-26.969623255611545,-50.010685052588215,Salete
-21.890802545579604,-46.36371071216818,Caldas
-22.1315046738704,-51.51492033095594,Álvares Machado
-1.0025930969715966,-47.848294338831295,Terra Alta
-21.942575898929352,-57.09101217113679,Caracol
-3.390636307241569,-45.05272627774089,Cajari
-21.51380670672189,-48.170320757964944,Motuca
-11.932901240405805,-54.184803865126334,Feliz Natal
-5.262204670540696,-38.90364430305275,Banabuiú
-5.016048274691284,-44.75558425090233,Joselândia
-7.058920683902873,-41.52231121515558,Picos
-28.499162005369,-49.48984119249132,Treviso
-29.872752225620264,-50.55919231140746,Santo Antônio da Patrulha
-15.304794786075364,-58.86566572238389,Jauru
-15.14833634525315,-39.73165247787769,Itaju do Colônia
-22.55468339826637,-45.40136953497321,Wenceslau Braz
-25.78358312686659,-53.4230396419168,Santa Izabel do Oeste
-5.875230380601859,-40.762162563712984,Quiterianópolis
-26.7656476569194,-51.61183659547241,Água Doce
