lat,lon,altitude
-26.7616239465027,-53.174818815895,571.90925
-26.9731396975643,-53.09329049259039,412.311092
-26.9197569502826,-52.9955697272511,464.461724
-26.7780420749367,-53.0535007992379,453.790585
-26.8488143334593,-52.9822532451308,549.978946
-26.6944751445592,-53.25455637668019,442.005464
-26.6894748370017,-53.1575419839148,633.510948
-26.6197755731101,-53.1998469616569,420.190791
-26.6918115538359,-53.0953502802337,607.027933
-26.6085589188173,-53.05863124892601,650.022485
-26.7247733732928,-53.0462763415455,653.006804
-25.5424932787946,-54.5871024886046,161.684267
-25.44216051268401,-54.39951873112721,283.01521
-25.1384806502357,-54.3050007423361,263.175899
-24.8570958299164,-54.3364531522835,264.154392
-26.266488532911,-53.63139512282729,802.8100879999998
-26.2526028434601,-53.6350002652568,820.369803
-26.0749754778129,-53.7230834338629,532.424763
-26.0156642879852,-53.742622639593,541.419937
-25.8282656759615,-53.740108472608,412.874252
-25.8794933215093,-53.6660426284896,543.333871
-25.3488942665276,-54.242120554007,285.257924
-25.2924974992706,-54.09178212692221,394.970883
-25.3798841820512,-54.05837658397481,314.966339
-25.2379210121256,-53.9743873416592,548.531428
-25.7121014970234,-53.770857430338,379.666388
-25.6829774166965,-53.8001786950115,387.125094
-25.479468483784,-53.6172110107619,337.892509
-26.3849206032803,-53.5254451083141,699.660596
-26.1928749685172,-53.59959996947019,559.487727
-26.2552988451785,-53.3085976818885,883.9041809999999
-26.1704605179045,-53.3621154225924,510.571653
-26.1437768717995,-53.3125829630542,534.865034
-26.0327285539415,-53.48309044221699,500.782989
-25.9170684645403,-53.4732567447246,527.461213
-26.3465081330525,-53.2799772512092,877.93116
-26.3945511402537,-53.0901551703376,940.9538809999999
-26.1486971922463,-53.0261839782571,659.595526
-26.1562209287958,-52.97216201169879,707.969219
-25.8987792075935,-53.2642073185992,556.19003
-25.9407559819665,-53.166185268213,622.394365
-26.0784499992544,-53.0561357214894,554.012589
-25.7625799498748,-53.532574359025,445.937107
